CID,FSA,Comm_Name,PR,HR,health_region,HR_UID,HR_NAME,pop.2016,area.km2,pop.km2
492859702,V9T,NANAIMO,59,5904,Island,593,Vancouver Island,33103,9.259614447134112,3574.986862465479
492859707,S7C,RM OF DUNDURN,47,4704,Saskatoon,474,Saskatoon,NA,72.88290052149964,NA
492859715,L2P,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department,14517,2.33240854193001,6224.038258746706
492859728,P3P,HANMER,35,3561,Sudbury,3561,Sudbury and District Health Unit,15468,8.558647260862905,1807.2949531092693
492859759,E1A,DIEPPE,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area),43012,12.683154512278128,3391.269889392387
492859791,R2X,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,19149,258.71963370864955,74.01448326710354
492859830,T4B,AIRDRIE,48,4832,Calgary,4832,Calgary Zone,48548,4.54191390545824,10688.886009410591
492859848,T1B,MEDICINE HAT,48,4831,South,4831,South Zone,32769,28067.505643934375,1.1675066682343986
492859853,T6V,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,19927,45.605989805039364,436.93821985194825
492859896,T0H,HIGH LEVEL,48,4835,North,4835,North Zone,84336,45.63469143865021,1848.0677164954336
492859919,S4V,REGINA,47,4705,Regina,475,Regina,28386,7.824772573218125,3627.709270063242
492859938,N4X,ST MARYS,35,3539,Huron Perth,3539,Huron Perth Health Unit,9791,419.44563426919524,23.342715241413746
492859951,T2J,CALGARY,48,4832,Calgary,4832,Calgary Zone,46394,7.6108290592635814,6095.787940938073
492859954,L5A,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,47828,33.19785734957322,1440.695388752698
492859959,S0K,WARMAN,47,4703,Central,473,Central,89853,7.569661362675001,11870.147909529118
492859978,N6G,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,40677,11358.824809993152,3.5810922943554515
492859990,L6H,OAKVILLE,35,3536,Halton,3536,Halton Region Health Department,60913,21.029528259272585,2896.546192049816
492859992,S4T,REGINA,47,4705,Regina,475,Regina,31932,5.82425224358171,5482.592213479227
492860005,E7H,PERTH-ANDOVER,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area),5577,447.33952431845415,12.467040573928404
492860039,J3B,SAINT-JEAN-SUR-RICHELIEU,24,2416,Montérégie,2416,Région de la Montérégie,32742,69.64706227178722,470.113152400158
492860047,M8V,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,37975,4.659969055934274,8149.195744473976
492860053,H3S,MONTREAL,24,2406,Montréal,2406,Région de Montréal,33125,5.0719935320574825,6530.96258712354
492860056,H1P,SAINT-LEONARD,24,2406,Montréal,2406,Région de Montréal,18063,3.0510596769755023,5920.238183576188
492860074,L9G,ANCASTER,35,3537,Hamilton,3537,Hamilton Public Health Services,23560,10.936288891623898,2154.2956878219084
492860078,S0K,WARMAN,47,4703,Central,473,Central,89853,7.569661362675001,11870.147909529118
492860095,N2M,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",33221,6.658579749902295,4989.202089302523
492860131,T2Y,CALGARY,48,4832,Calgary,4832,Calgary Zone,61344,32.906239348144005,1864.2057316543512
492860147,M6J,TORONTO,35,3595,Toronto,3595,Toronto Public Health,32684,18.655839215886573,1751.9447729892313
492860185,T0A,ST PAUL,48,4835,North,4835,North Zone,59234,38.88624025666218,1523.2637459686462
492860207,T7A,DRAYTON VALLEY,48,4833,Central,4833,Central Zone,11756,828.2082397925958,14.194497754506763
492860217,V0X,HOPE,59,5901,Interior,592,Interior,20629,1637.1599058876404,12.600479602397364
492860234,T2E,CALGARY,48,4832,Calgary,4832,Calgary Zone,34729,23.344661713664973,1487.663450683936
492860308,N5Y,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,34037,48509.87465389053,0.701650957518403
492860313,K4A,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health,54524,12.803460931775438,4258.53605447283
492860340,K1T,GLOUCESTER,35,3551,Ottawa,3551,Ottawa Public Health,35432,0.43539137190918437,81379.6558361532
492860356,N5V,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,30857,7187.264860753335,4.293288281123081
492860405,N0E,WATERFORD,35,3534,Haldimand-Norfolk,3534,Haldimand-Norfolk Health Unit,34772,11.396006489774381,3051.244313628714
492860448,M1H,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,24383,10.155786707237153,2400.897212879071
492860453,V8W,VICTORIA,59,5904,Island,593,Vancouver Island,5201,1638.408413240055,3.17442217579602
492860468,H9J,KIRKLAND,24,2406,Montréal,2406,Région de Montréal,21728,2283.7658427044917,9.514110244450091
492860469,T3A,CALGARY,48,4832,Calgary,4832,Calgary Zone,53224,179.29640001664757,296.8492395556084
492860472,S7V,SASKATOON,47,4704,Saskatoon,474,Saskatoon,10780,34041.7043750378,0.31667039585435064
492860491,N1H,GUELPH,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit,43789,1040.4808305218762,42.08535007611496
492860511,V6H,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,17848,299.4662566192173,59.59936922941675
492860512,C0B,O'LEARY,11,1100,Prince Edward Island,1100,Prince Edward Island,28575,24.172275197501182,1182.1394455642285
492860532,L4N,BARRIE,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,98663,177.65889395206347,555.3507499974731
492860541,K6J,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit,17644,46.336203471817015,380.7821676787046
492860550,V2A,PENTICTON,59,5901,Interior,592,Interior,37469,23.722868893658706,1579.4464054057025
492860553,L4B,RICHMOND HILL,35,3570,York,3570,York Region Public Health,35858,24.44458207760573,1466.9099224588656
492860563,V9L,DUNCAN,59,5904,Island,593,Vancouver Island,34378,135.33263125569755,254.02594836899453
492860566,B4N,KENTVILLE,12,1201,Zone 1 - Western,1201,Zone 1 - Western,17382,1008.4217601425869,17.23683550575332
492860568,V2S,ABBOTSFORD,59,5902,Fraser,591,Fraser,48647,29769.534425273807,1.6341202823346663
492860570,N0K,MITCHELL,35,3539,Huron Perth,3539,Huron Perth Health Unit,24378,71.11207737910158,342.8109668353495
492860597,V3A,LANGLEY,59,5902,Fraser,591,Fraser,42397,450.23144149434506,94.16712404465095
492860599,V8T,VICTORIA,59,5904,Island,593,Vancouver Island,20136,229.82227265568892,87.61552902301597
492860647,V6G,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,27198,884.94265104004,30.734194999003844
492860679,T3R,CALGARY,48,4832,Calgary,4832,Calgary Zone,23866,1231.9145873083207,19.373096354144295
492860680,T0L,DE WINTON,48,4832,Calgary,4832,Calgary Zone,61161,307.14024967084345,199.13052771671937
492860699,P1L,BRACEBRIDGE,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,16548,328.67540708606407,50.347545460457546
492860708,M3B,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,13324,41.63045379381959,320.05416193608886
492860732,E4L,SACKVILLE,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area),7009,159.69390242436643,43.89021680598966
492860739,T8V,GRANDE PRAIRIE,48,4835,North,4835,North Zone,31893,240.4503042590819,132.63863440836295
492860753,R2L,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,14818,376.7943376394308,39.32649331418542
492860758,V1X,KELOWNA,59,5901,Interior,592,Interior,33273,13.707670776959898,2427.3270449364645
492860824,L5L,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,44860,11.959076454682528,3751.1257804891156
492860838,V2Y,LANGLEY,59,5902,Fraser,591,Fraser,35222,1230.8669951733168,28.615601960340513
492860853,V3E,COQUITLAM,59,5902,Fraser,591,Fraser,39365,10623.273215089974,3.705543404840934
492860869,K2H,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health,26402,28.737178984874713,918.7401454365513
492860945,H2E,MONTREAL,24,2406,Montréal,2406,Région de Montréal,24297,3.7388088155355677,6498.593856695923
492860954,T4B,AIRDRIE,48,4832,Calgary,4832,Calgary Zone,48548,4.54191390545824,10688.886009410591
492860974,N9E,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,20688,11.43346561357341,1809.4251296334796
492860989,T6V,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,19927,45.605989805039364,436.93821985194825
492861019,L3Z,BRADFORD,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,33666,63.33618624894327,531.5444770810099
492861025,N6M,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,5747,34.23476964887839,167.87026928888025
492861047,V5E,BURNABY,59,5902,Fraser,591,Fraser,26272,5.142778738247828,5108.5223256077725
492861083,V3R,SURREY,59,5902,Fraser,591,Fraser,57844,73.08467902233808,791.465472295776
492861084,V0E,ARMSTRONG,59,5901,Interior,592,Interior,65606,9923.416684791942,6.611230998749048
492861093,G1C,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale,36407,3466.8278799811465,10.50153086925042
492861197,H4V,MONTREAL,24,2406,Montréal,2406,Région de Montréal,20338,0.08654645146517455,234995.1922429057
492861205,N4T,WOODSTOCK,35,3575,Southwestern,3575,Southwestern Public Health,10818,662.9787998197796,16.317263844546318
492861218,T1K,LETHBRIDGE,48,4831,South,4831,South Zone,45932,4.770220617895979,9628.904757084258
492861225,J3Z,SAINT-HUBERT,24,2416,Montérégie,2416,Région de la Montérégie,4863,9.091143037333879,534.9162344085339
492861285,T5R,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,25867,16.216677345798004,1595.0863082752612
492861290,L6V,BRAMPTON,35,3553,Peel,3553,Peel Public Health,41853,13.346605483228176,3135.8535361365093
492861302,V6M,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,16348,7.629522272447747,2142.729179654802
492861317,K1A,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,589,684.9744385622654,0.8598861020803754
492861335,H7G,LAVAL,24,2413,Laval,2413,Région de Laval,21157,18.69549175347189,1131.663198753303
492861403,L9R,ALLISTON,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,21313,7.186131529328943,2965.851642572183
492861427,K4R,RUSSELL,35,3558,Eastern,3558,Eastern Ontario Health Unit,7435,686.5319961496864,10.829793864959102
492861429,N2L,WATERLOO,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",27758,4.998411001790399,5553.364857363123
492861433,V4N,SURREY,59,5902,Fraser,591,Fraser,78675,179.01878716973502,439.47901359316563
492861449,B2N,TRURO,12,1202,Zone 2 - Northern,1202,Zone 2 - Northern,19842,137.28653034077544,144.52983807477528
492861465,L2M,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department,32759,9.953078478927441,3291.3434842653987
492861474,B0E,BADDECK,12,1203,Zone 3 - Eastern,1203,Zone 3 - Eastern,25881,14.38483546852222,1799.1863762803816
492861521,M5S,TORONTO,35,3595,Toronto,3595,Toronto Public Health,15372,0.28599283610959303,53749.598098706985
492861651,L2E,NIAGARA FALLS,35,3546,Niagara,3546,Niagara Region Public Health Department,20956,3.278550290442621,6391.849489418944
492861700,L0J,KLEINBURG,35,3570,York,3570,York Region Public Health,5003,625.3837739567905,7.999887762271349
492861710,N7L,CHATHAM,35,3540,Chatham-Kent,3540,Chatham-Kent Health Unit,24724,21.532562238791584,1148.2144914207627
492861736,R3E,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,19703,283.43854302180944,69.51418741410879
492861813,T2P,CALGARY,48,4832,Calgary,4832,Calgary Zone,13056,127.25286440999368,102.59886927130466
492861862,T8N,ST. ALBERT,48,4834,Edmonton,4834,Edmonton Zone,65527,193.55636982879338,338.5422037929347
492861863,T1P,STRATHMORE,48,4832,Calgary,4832,Calgary Zone,16843,20.724879841715204,812.6946997346771
492861906,N4K,OWEN SOUND,35,3533,Grey Bruce,3533,Grey Bruce Health Unit,28286,49.17000588810563,575.2694043675612
492861952,S4V,REGINA,47,4705,Regina,475,Regina,28386,7.824772573218125,3627.709270063242
492861990,K6H,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit,30949,149.48092123485594,207.04314466576432
492862059,M3H,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,37011,11.946105538377198,3098.164492277515
492862096,L3R,MARKHAM,35,3570,York,3570,York Region Public Health,62298,19.8206755619028,3143.0815667929405
492862098,S0E,TISDALE,47,4702,North,472,North,32755,3.284045186782448,9973.97969182385
492862148,V6E,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,26907,225.38940075486892,119.38005917706735
492862151,B3S,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central,12895,91.94475164853613,140.2472655458557
492862260,V8L,NORTH SAANICH,59,5904,Island,593,Vancouver Island,23422,3.7287210095910313,6281.510453518468
492862263,V0K,100 MILE HOUSE,59,5901,Interior,592,Interior,32908,19.282261491182453,1706.6462880948084
492862318,T5C,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,16192,7.64268079321759,2118.628324025963
492862328,R3J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,27636,71.51136222844573,386.4560698999938
492862337,L9G,ANCASTER,35,3537,Hamilton,3537,Hamilton Public Health Services,23560,10.936288891623898,2154.2956878219084
492862385,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island,66795,32545.388595948938,2.0523644940688848
492862417,B0J,HUBBARDS,12,1204,Zone 4 - Central,1204,Zone 4 - Central,39302,24.237532530173958,1621.5346983473619
492862419,H2V,OUTREMONT,24,2406,Montréal,2406,Région de Montréal,31323,3.4603495482661764,9051.975692945392
492862421,T1K,LETHBRIDGE,48,4831,South,4831,South Zone,45932,4.770220617895979,9628.904757084258
492862533,E3C,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area),11594,370.7596198067896,31.27093507659186
492862590,T1Y,CALGARY,48,4832,Calgary,4832,Calgary Zone,57237,4.364225917078555,13115.040579364615
492862606,B4N,KENTVILLE,12,1201,Zone 1 - Western,1201,Zone 1 - Western,17382,1008.4217601425869,17.23683550575332
492862612,T4X,BEAUMONT,48,4834,Edmonton,4834,Edmonton Zone,20715,19.881493036973136,1041.923761031267
492862641,M1E,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,46943,6.65016789211803,7058.919528278105
492862655,L3X,NEWMARKET,35,3570,York,3570,York Region Public Health,42239,14.277172357378427,2958.498990044827
492862667,L5B,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,63394,4.605297835095008,13765.450633160228
492862788,T4P,RED DEER,48,4833,Central,4833,Central Zone,32478,364.69414044802124,89.05544783390616
492862802,R2E,EAST ST PAUL,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,9256,317.1013504963925,29.189405801995473
492862840,M5M,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,25975,8.32310909316299,3120.8289725935633
492862853,P1B,NORTH BAY,35,3547,North Bay Parry Sound,3547,North Bay Parry Sound District Health Unit,32345,76.56601715826552,422.4458996364063
492862862,L4C,RICHMOND HILL,35,3570,York,3570,York Region Public Health,71152,103.8059707601489,685.4326343558963
492862866,K2H,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health,26402,28.737178984874713,918.7401454365513
492862876,T6G,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,12634,25673.156701515694,0.49210933220588776
492862885,R0C,GIMLI,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority,52620,1.1588530981756882,45406.963214609736
492862947,L1A,PORT HOPE,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit",15304,11.771619205016222,1300.0760331661536
492862950,R2G,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,33030,812.4508727859918,40.65476585277847
492862958,M4G,EAST YORK,35,3595,Toronto,3595,Toronto Public Health,19076,4.997161668225553,3817.366990804945
492862964,K0C,ALEXANDRIA,35,3558,Eastern,3558,Eastern Ontario Health Unit,52154,7602.296169936639,6.860295736207115
492862976,V2S,ABBOTSFORD,59,5902,Fraser,591,Fraser,48647,29769.534425273807,1.6341202823346663
492862981,B1A,GLACE BAY,12,1203,Zone 3 - Eastern,1203,Zone 3 - Eastern,15937,6146.715243832621,2.592766927993057
492862983,T5T,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,69914,1785.90520850945,39.14765445941643
492862986,A1G,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority,5777,66.24360537770973,87.20841758326003
492863016,C1E,CHARLOTTETOWN,11,1100,Prince Edward Island,1100,Prince Edward Island,11466,33.16417540490231,345.734512015188
492863034,K1V,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,54835,12.209483588074729,4491.180941801547
492863061,M1J,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,36699,7.9556849622128025,4612.927758490892
492863106,V6K,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,26424,526.055823014934,50.23041062174471
492863120,J0G,PIERREVILLE,24,2416,Montérégie,2416,Région de la Montérégie,18556,5786.602453575279,3.2067176117369343
492863132,H7M,LAVAL,24,2413,Laval,2413,Région de Laval,27898,11.736789523390184,2376.970290248643
492863150,L3Z,BRADFORD,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,33666,63.33618624894327,531.5444770810099
492863154,V2N,PRINCE GEORGE,59,5905,Northern,594,Northern,32137,48317.3950388174,0.665122777711457
492863156,V5R,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,46565,117.54049985439968,396.1613236091493
492863160,V3T,SURREY,59,5902,Fraser,591,Fraser,38549,186.28200265153944,206.93893908854983
492863162,N0M,PARKHILL,35,3539,Huron Perth,3539,Huron Perth Health Unit,64764,22.465186796038058,2882.8605160506268
492863186,K1V,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,54835,12.209483588074729,4491.180941801547
492863207,K2E,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health,19034,14.423565629686424,1319.6459522341986
492863237,T2V,CALGARY,48,4832,Calgary,4832,Calgary Zone,33450,19.10043213546003,1751.2692782431839
492863250,V5A,BURNABY,59,5902,Fraser,591,Fraser,23960,13.525704053195458,1771.4419823003175
492863262,M8X,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,10787,5.561715515535639,1939.5094858535072
492863287,R6M,MORDEN,46,4605,Southern Health,4605,Southern Health—Santé Sud,10229,13267.095275813039,0.7710052417161934
492863333,M9N,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,25074,73.15730278366631,342.7409027660083
492863348,R2R,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,21377,14.377312584619308,1486.856453470232
492863357,T2X,CALGARY,48,4832,Calgary,4832,Calgary Zone,43339,434.5480436439359,99.73350618858504
492863369,N2H,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",21058,230.84528952409414,91.22126790376679
492863390,S4R,REGINA,47,4705,Regina,475,Regina,35561,2.068116391161751,17194.87363089069
492863438,V9P,PARKSVILLE,59,5904,Island,593,Vancouver Island,25359,3.6296368329592763,6986.649399665855
492863487,R2C,WINNIPEG,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority,33556,176.39826569843692,190.22862762928708
492863596,T4S,SYLVAN LAKE,48,4833,Central,4833,Central Zone,20374,5.172588611871773,3938.840207249226
492863603,H8S,LACHINE,24,2406,Montréal,2406,Région de Montréal,24407,18.4413359720361,1323.4941349699425
492863659,T5W,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,20652,4047.185619868852,5.102805242886098
492863774,R2G,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,33030,812.4508727859918,40.65476585277847
492863866,V2Z,LANGLEY,59,5902,Fraser,591,Fraser,15520,10731.965791798639,1.4461469875221158
492863867,J4W,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie,18319,21.05687951728099,869.9769585975898
492863870,S7T,SASKATOON,47,4704,Saskatoon,474,Saskatoon,13202,2.5802791596559564,5116.500650945187
492863884,V6X,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal,33695,122.24006735768873,275.64611774472024
492863935,T9K,FORT MCMURRAY,48,4835,North,4835,North Zone,39305,130.7190946678776,300.68292700361434
492864014,H1K,ANJOU,24,2406,Montréal,2406,Région de Montréal,34821,4.937802074527087,7051.922996191569
492864064,B2X,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central,11629,747.2577833868928,15.562233353117293
492864094,E3A,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area),28167,295.967352213695,95.1692806295162
492864110,V9G,LADYSMITH,59,5904,Island,593,Vancouver Island,14772,10.451000877328514,1413.453139406493
492864158,T6W,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,50904,2236.696781655244,22.75856093570673
492864275,V0N,WHISTLER,59,5904,Island,593,Vancouver Island,79501,10.040074405217373,7918.367612762603
492864284,T0H,HIGH LEVEL,48,4835,North,4835,North Zone,84336,45.63469143865021,1848.0677164954336
492864285,T3M,CALGARY,48,4832,Calgary,4832,Calgary Zone,40268,16.975224823220465,2372.1629857247767
492864374,V9B,VICTORIA,59,5904,Island,593,Vancouver Island,44244,14.230915634039567,3109.0058530155843
492864378,V7A,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal,26618,4.726055541563937,5632.1809521501355
492864420,R0K,CARBERRY,46,4602,Prairie Mountain,4602,Prairie Mountain Health,27772,27.039362417993317,1027.095224017529
492864482,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island,66795,32545.388595948938,2.0523644940688848
492864507,A0C,BLOOMFIELD,10,1011,Eastern,1011,Eastern Regional Health Authority,12587,54.96076676535046,229.01791115358608
492864583,H8Z,PIERREFONDS,24,2406,Montréal,2406,Région de Montréal,15161,15.149111483897551,1000.7847665597475
492864731,J0X,WAKEFIELD,24,2407,Outaouais,2407,Région de l'Outaouais,45720,25.23402719868077,1811.8392137736234
492864747,V3T,SURREY,59,5902,Fraser,591,Fraser,38549,186.28200265153944,206.93893908854983
492864755,T2B,CALGARY,48,4832,Calgary,4832,Calgary Zone,23418,47.004486567333544,498.2077607943639
492864771,V3N,BURNABY,59,5902,Fraser,591,Fraser,39354,1.4519975171022172,27103.3521314414
492864859,H9E,L'ILE-BIZARD,24,2406,Montréal,2406,Région de Montréal,3098,1330.5987338219613,2.3282751751171613
492864861,T8A,SHERWOOD PARK,48,4834,Edmonton,4834,Edmonton Zone,43987,18.355899982301793,2396.3412331953728
492864883,T4H,OLDS,48,4833,Central,4833,Central Zone,12316,792.3558831663822,15.543520609430288
492864951,T4P,RED DEER,48,4833,Central,4833,Central Zone,32478,364.69414044802124,89.05544783390616
492865009,J7W,PINCOURT,24,2416,Montérégie,2416,Région de la Montérégie,14558,8962.018362753104,1.6244108649123352
492865031,J8X,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais,9749,41.52252393304231,234.7882324234644
492865036,G1N,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale,8053,21.441047010455197,375.5880016527716
492865070,E4G,PENOBSQUIS,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area),2737,899.7915032294562,3.041815787520319
492865080,T3J,CALGARY,48,4832,Calgary,4832,Calgary Zone,77605,36.617318073762554,2119.3523742965326
492865120,V6T,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,12722,7.351591914187813,1730.5095479317688
492865157,R2K,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,33413,7516.189513387476,4.445470665752422
492865228,H4W,COTE SAINT-LUC,24,2406,Montréal,2406,Région de Montréal,24742,4.851835550037136,5099.513317142545
492865278,T3B,CALGARY,48,4832,Calgary,4832,Calgary Zone,37348,7.983485339029684,4678.157272665486
492865315,T8N,ST. ALBERT,48,4834,Edmonton,4834,Edmonton Zone,65527,193.55636982879338,338.5422037929347
492865336,T2G,CALGARY,48,4832,Calgary,4832,Calgary Zone,14370,16.688485899735486,861.0727232137797
492865354,B3M,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central,32204,163.03204968611695,197.5317127031271
492865499,V8P,VICTORIA,59,5904,Island,593,Vancouver Island,18167,101.0620286317563,179.7608879017837
492865554,T6J,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,47109,21692.826627634757,2.171639538205098
492865749,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island,66795,32545.388595948938,2.0523644940688848
492865798,B2V,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central,12230,40.42475759690805,302.5373738032119
492865813,V5X,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,28820,86.86571718762855,331.77645834373607
492865902,R2J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,26499,22.266000614093937,1190.11044952665
492865993,T5Z,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,30715,18168.275530319643,1.690584224614058
492866006,S6H,MOOSE JAW,47,4706,South,476,South,27471,1.2723613878364939,21590.564019481382
492866065,T5T,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,69914,1785.90520850945,39.14765445941643
492866107,B0W,TUSKET,12,1201,Zone 1 - Western,1201,Zone 1 - Western,26951,1652.0562283240822,16.31360939048683
492866109,V0P,SAYWARD,59,5904,Island,593,Vancouver Island,6726,156.59889275088238,42.95049525477632
492866142,A1A,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority,30382,10.755039261686433,2824.9083300171965
492866150,V3H,PORT MOODY,59,5902,Fraser,591,Fraser,37222,181.54248488997723,205.0318966525008
492866177,V3E,COQUITLAM,59,5902,Fraser,591,Fraser,39365,10623.273215089974,3.705543404840934
492866182,V3B,PORT COQUITLAM,59,5902,Fraser,591,Fraser,56524,1916.4536681097202,29.49406027423143
492866268,H3X,MONTREAL,24,2406,Montréal,2406,Région de Montréal,23069,2.0051564792843686,11504.837771181441
492866296,T8N,ST. ALBERT,48,4834,Edmonton,4834,Edmonton Zone,65527,193.55636982879338,338.5422037929347
492866353,H1G,MONTREAL-NORD,24,2406,Montréal,2406,Région de Montréal,48556,8.419697998293517,5766.952687595352
492866696,J2G,GRANBY,24,2405,Estrie,2405,Région de l'Estrie,28283,17.726579487170323,1595.5136759728478
492866699,J0K,RAWDON,24,2414,Lanaudière,2414,Région de Lanaudière,139128,18986.546730311795,7.327714827567028
492866800,B2W,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central,32537,47.6025934815673,683.51317901616
492866857,J3Y,SAINT-HUBERT,24,2416,Montérégie,2416,Région de la Montérégie,61954,70.56369695932024,877.9868780928002
492867095,A0L,PASADENA,10,1013,Western,1013,Western Regional Health Authority,7643,45.09114059816198,169.50114587058255
492867150,T2W,CALGARY,48,4832,Calgary,4832,Calgary Zone,42377,32.47336361026055,1304.977227139175
492867197,V8V,VICTORIA,59,5904,Island,593,Vancouver Island,25892,22001.145527534383,1.1768478131102864
492867198,J2Y,SAINT-JEAN-SUR-RICHELIEU,24,2416,Montérégie,2416,Région de la Montérégie,5672,52.05729313394343,108.95687536818217
492867242,L1V,PICKERING,35,3530,Durham,3530,Durham Region Health Department,51910,32.773557338441854,1583.898856750347
492867424,S7L,SASKATOON,47,4704,Saskatoon,474,Saskatoon,39478,845.5357698529169,46.68992301398118
492867697,K1J,GLOUCESTER,35,3551,Ottawa,3551,Ottawa Public Health,26931,89.32389973259545,301.49825612878533
