CID,FSA,Comm_Name,PR,HR,health_region,HR_UID,HR_NAME,pop.2016,area.km2,pop.km2
492860599,V8T,VICTORIA,59,5904,Island,593,Vancouver Island,20136,4.997161668225553,4029.4874044269436
492860647,V6G,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,27198,5.258853356038896,5171.849861294902
492860679,T3R,CALGARY,48,4832,Calgary,4832,Calgary Zone,23866,156.08490259964157,152.90396189832907
492860680,T0L,DE WINTON,48,4832,Calgary,4832,Calgary Zone,61161,29075.15805711392,2.103548323962955
492860699,P1L,BRACEBRIDGE,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,16548,662.9787998197796,24.96007414490224
492860708,M3B,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,13324,5.770130492416865,2309.133219345814
492860732,E4L,SACKVILLE,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area),7009,705.3438180718803,9.936997844766998
492860739,T8V,GRANDE PRAIRIE,48,4835,North,4835,North Zone,31893,53.399092359207195,597.2573426053923
492860753,R2L,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,14818,5.276367524691487,2808.3714659104267
492860758,V1X,KELOWNA,59,5901,Interior,592,Interior,33273,225.38940075486892,147.62451068489844
492860824,L5L,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,44860,18.20621566030261,2463.9936622202117
492860838,V2Y,LANGLEY,59,5902,Fraser,591,Fraser,35222,41.63045379381959,846.0633212033115
492860853,V3E,COQUITLAM,59,5902,Fraser,591,Fraser,39365,86.86571718762855,453.1707245906027
492860869,K2H,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health,26402,32.248345607984476,818.7086655838568
492860945,H2E,MONTREAL,24,2406,Montréal,2406,Région de Montréal,24297,1.915392523346383,12685.128350376299
492860954,T4B,AIRDRIE,48,4832,Calgary,4832,Calgary Zone,48548,387.13592710890225,125.4029827780446
492860974,N9E,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,20688,15.201481828646278,1360.9199572251378
492860989,T6V,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,19927,10.972947161206518,1816.0116609737643
492861019,L3Z,BRADFORD,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,33666,177.65889395206347,189.49797137138475
492861025,N6M,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,5747,42.00190650797526,136.8271223333343
492861047,V5E,BURNABY,59,5902,Fraser,591,Fraser,26272,7.711343800872849,3406.928893123176
492861083,V3R,SURREY,59,5902,Fraser,591,Fraser,57844,21.813890798310535,2651.704848750777
492861084,V0E,ARMSTRONG,59,5901,Interior,592,Interior,65606,53583.28386597516,1.2243743807135186
492861093,G1C,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale,36407,21.441047010455197,1698.0047654504476
492861197,H4V,MONTREAL,24,2406,Montréal,2406,Région de Montréal,20338,2.658134288980205,7651.231197880032
492861205,N4T,WOODSTOCK,35,3575,Southwestern,3575,Southwestern Public Health,10818,30.63048734536702,353.1775344617971
492861218,T1K,LETHBRIDGE,48,4831,South,4831,South Zone,45932,36.259528847118176,1266.7566694995974
492861225,J3Z,SAINT-HUBERT,24,2416,Montérégie,2416,Région de la Montérégie,4863,0.7537698812394282,6451.571124072695
492861285,T5R,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,25867,12.815680234397874,2018.3868141912424
492861290,L6V,BRAMPTON,35,3553,Peel,3553,Peel Public Health,41853,8.703810563014965,4808.583516034417
492861302,V6M,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,16348,4.444805515885867,3678.001195231549
492861317,K1A,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,589,684.9744385622654,0.8598861020803754
492861335,H7G,LAVAL,24,2413,Laval,2413,Région de Laval,21157,5.729433961556756,3692.6858991584204
492861403,L9R,ALLISTON,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,21313,103.47792797427306,205.9666289925992
492861427,K4R,RUSSELL,35,3558,Eastern,3558,Eastern Ontario Health Unit,7435,88.75343703564937,83.77140365858284
492861429,N2L,WATERLOO,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",27758,15.974223819747692,1737.6744130556717
492861433,V4N,SURREY,59,5902,Fraser,591,Fraser,78675,73.08467902233808,1076.4910108718307
492861449,B2N,TRURO,12,1202,Zone 2 - Northern,1202,Zone 2 - Northern,19842,54.51398651456488,363.97998511260363
492861465,L2M,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department,32759,16.419811186637098,1995.0899329865736
492861474,B0E,BADDECK,12,1203,Zone 3 - Eastern,1203,Zone 3 - Eastern,25881,6146.715243832621,4.210541561359623
492861521,M5S,TORONTO,35,3595,Toronto,3595,Toronto Public Health,15372,1.917377632933624,8017.200021510916
492861651,L2E,NIAGARA FALLS,35,3546,Niagara,3546,Niagara Region Public Health Department,20956,61.791735373534735,339.1392048357232
492861700,L0J,KLEINBURG,35,3570,York,3570,York Region Public Health,5003,46.412638639421374,107.79391447377473
492861710,N7L,CHATHAM,35,3540,Chatham-Kent,3540,Chatham-Kent Health Unit,24724,26.346108638300525,938.4308073510942
492861736,R3E,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,19703,6.934982002669986,2841.103263485658
492861813,T2P,CALGARY,48,4832,Calgary,4832,Calgary Zone,13056,383.99969862126534,34.000026684596406
492861862,T8N,ST. ALBERT,48,4834,Edmonton,4834,Edmonton Zone,65527,48.90428329463771,1339.9030838508363
492861863,T1P,STRATHMORE,48,4832,Calgary,4832,Calgary Zone,16843,792.3558831663822,21.256862424864757
492861906,N4K,OWEN SOUND,35,3533,Grey Bruce,3533,Grey Bruce Health Unit,28286,419.6548826253118,67.40300463811143
492861952,S4V,REGINA,47,4705,Regina,475,Regina,28386,28.752921581100154,987.2388070177419
492861990,K6H,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit,30949,77.49853103034803,399.3495049329455
492862059,M3H,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,37011,15.858421950488228,2333.8387713199013
492862096,L3R,MARKHAM,35,3570,York,3570,York Region Public Health,62298,19.637646716691805,3172.3760437673686
492862098,S0E,TISDALE,47,4702,North,472,North,32755,28801.307003796548,1.1372747769982203
492862148,V6E,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,26907,1.2449433934640852,21613.030874544922
492862151,B3S,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central,12895,3.8543626094120347,3345.559644157889
492862260,V8L,NORTH SAANICH,59,5904,Island,593,Vancouver Island,23422,45.44728877223502,515.3662766855552
492862263,V0K,100 MILE HOUSE,59,5901,Interior,592,Interior,32908,36850.72331043515,0.8930082517723967
492862318,T5C,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,16192,5.7923447059479205,2795.4137438286607
492862328,R3J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,27636,21.532562238791584,1283.4515323129024
492862337,L9G,ANCASTER,35,3537,Hamilton,3537,Hamilton Public Health Services,23560,91.35428809188943,257.89703463401725
492862385,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island,66795,8869.995216393614,7.530443745510574
492862417,B0J,HUBBARDS,12,1204,Zone 4 - Central,1204,Zone 4 - Central,39302,5553.879868663486,7.076494438014885
492862419,H2V,OUTREMONT,24,2406,Montréal,2406,Région de Montréal,31323,4.4174956509937795,7090.669119946601
492862421,T1K,LETHBRIDGE,48,4831,South,4831,South Zone,45932,36.259528847118176,1266.7566694995974
492862533,E3C,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area),11594,129.42766465311672,89.57899403557543
492862590,T1Y,CALGARY,48,4832,Calgary,4832,Calgary Zone,57237,15.82450271550884,3616.985698002677
492862606,B4N,KENTVILLE,12,1201,Zone 1 - Western,1201,Zone 1 - Western,17382,353.9052545720597,49.11484013148723
492862612,T4X,BEAUMONT,48,4834,Edmonton,4834,Edmonton Zone,20715,272.43017779096675,76.03783166743897
492862641,M1E,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,46943,15.59489963243597,3010.150825361058
492862655,L3X,NEWMARKET,35,3570,York,3570,York Region Public Health,42239,18.637401331979163,2266.3567333029314
492862667,L5B,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,63394,10.403450905737264,6093.554972710032
492862788,T4P,RED DEER,48,4833,Central,4833,Central Zone,32478,26.1458442014487,1242.1859378401882
492862802,R2E,EAST ST PAUL,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,9256,43.03530277496201,215.0792350271357
492862840,M5M,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,25975,5.170691201027614,5023.506334092775
492862853,P1B,NORTH BAY,35,3547,North Bay Parry Sound,3547,North Bay Parry Sound District Health Unit,32345,718.2647318693473,45.03214283655455
492862862,L4C,RICHMOND HILL,35,3570,York,3570,York Region Public Health,71152,23.60039904500313,3014.86427684217
492862866,K2H,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health,26402,32.248345607984476,818.7086655838568
492862876,T6G,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,12634,6.355437481264848,1987.904064392685
492862885,R0C,GIMLI,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority,52620,18994.35009131949,2.7702974698801404
492862947,L1A,PORT HOPE,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit",15304,201.1891435428748,76.06772279309699
492862950,R2G,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,33030,12.636170253329773,2613.9248947913015
492862958,M4G,EAST YORK,35,3595,Toronto,3595,Toronto Public Health,19076,6.58064423905142,2898.804327819087
492862964,K0C,ALEXANDRIA,35,3558,Eastern,3558,Eastern Ontario Health Unit,52154,2434.5741776082177,21.42222672025434
492862976,V2S,ABBOTSFORD,59,5902,Fraser,591,Fraser,48647,36.09470031961169,1347.760185546357
492862981,B1A,GLACE BAY,12,1203,Zone 3 - Eastern,1203,Zone 3 - Eastern,15937,30.953844652536908,514.8633450511886
492862983,T5T,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,69914,31.76048098906467,2201.2890807312338
492862986,A1G,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority,5777,10.755039261686433,537.1435528440966
492863016,C1E,CHARLOTTETOWN,11,1100,Prince Edward Island,1100,Prince Edward Island,11466,161.37114035558406,71.0535971595322
492863034,K1V,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,54835,35.56988145025114,1541.6132346882714
492863061,M1J,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,36699,6.143421131663711,5973.707355149439
492863106,V6K,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,26424,3.156997883171487,8369.977104151469
492863120,J0G,PIERREVILLE,24,2416,Montérégie,2416,Région de la Montérégie,18556,1069.050987018753,17.357450884308943
492863132,H7M,LAVAL,24,2413,Laval,2413,Région de Laval,27898,11.205114587739896,2489.7558861669
492863150,L3Z,BRADFORD,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,33666,177.65889395206347,189.49797137138475
492863154,V2N,PRINCE GEORGE,59,5905,Northern,594,Northern,32137,3606.5854241099996,8.910644341089045
492863156,V5R,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,46565,5.854827410594561,7953.266037481931
492863160,V3T,SURREY,59,5902,Fraser,591,Fraser,38549,8.310431687486517,4638.627865510933
492863162,N0M,PARKHILL,35,3539,Huron Perth,3539,Huron Perth Health Unit,64764,3670.35597000723,17.645155001102637
492863186,K1V,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,54835,35.56988145025114,1541.6132346882714
492863207,K2E,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health,19034,11.013166890534347,1728.2948845857807
492863237,T2V,CALGARY,48,4832,Calgary,4832,Calgary Zone,33450,21.15438065362001,1581.2327738498893
492863250,V5A,BURNABY,59,5902,Fraser,591,Fraser,23960,21.69005028549386,1104.65396274458
492863262,M8X,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,10787,2.9583717980298134,3646.262449900252
492863287,R6M,MORDEN,46,4605,Southern Health,4605,Southern Health—Santé Sud,10229,506.7145381470043,20.186908466068992
492863333,M9N,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,25074,4.852599515644823,5167.127416792011
492863348,R2R,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,21377,17.5840346460529,1215.7050660042069
492863357,T2X,CALGARY,48,4832,Calgary,4832,Calgary Zone,43339,40.308330692432776,1075.1871698853602
492863369,N2H,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",21058,11.525919921846967,1827.0125198497446
492863390,S4R,REGINA,47,4705,Regina,475,Regina,35561,32.08508925926552,1108.334145890858
492863438,V9P,PARKSVILLE,59,5904,Island,593,Vancouver Island,25359,115.71664077619944,219.14739167934636
492863487,R2C,WINNIPEG,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority,33556,124.54197693700166,269.4352605063751
492863596,T4S,SYLVAN LAKE,48,4833,Central,4833,Central Zone,20374,292.53794337141363,69.64566635423648
492863603,H8S,LACHINE,24,2406,Montréal,2406,Région de Montréal,24407,12.624731756482701,1933.268798956239
492863659,T5W,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,20652,11.781895765212298,1752.8588277769297
492863774,R2G,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,33030,12.636170253329773,2613.9248947913015
492863866,V2Z,LANGLEY,59,5902,Fraser,591,Fraser,15520,93.05578087782145,166.78168571146745
492863867,J4W,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie,18319,6.12811527871147,2989.3367155866968
492863870,S7T,SASKATOON,47,4704,Saskatoon,474,Saskatoon,13202,117.48274480318335,112.37394923073226
492863884,V6X,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal,33695,14.876550516973907,2264.973991218901
492863935,T9K,FORT MCMURRAY,48,4835,North,4835,North Zone,39305,42.329151123272155,928.5563012009115
492864014,H1K,ANJOU,24,2406,Montréal,2406,Région de Montréal,34821,6.179133718658414,5635.255941274593
492864064,B2X,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central,11629,14.277391592814029,814.504520969573
492864094,E3A,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area),28167,1168.1564666496822,24.11235207282124
492864110,V9G,LADYSMITH,59,5904,Island,593,Vancouver Island,14772,117.18769799740136,126.05418702164087
492864158,T6W,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,50904,47.75119265790575,1066.0257297588623
492864275,V0N,WHISTLER,59,5904,Island,593,Vancouver Island,79501,25374.93480518105,3.1330523845825806
492864284,T0H,HIGH LEVEL,48,4835,North,4835,North Zone,84336,230375.5013074536,0.3660805924300397
492864285,T3M,CALGARY,48,4832,Calgary,4832,Calgary Zone,40268,34.8080681759096,1156.8582259865022
492864374,V9B,VICTORIA,59,5904,Island,593,Vancouver Island,44244,73.00308102947395,606.0566126262139
492864378,V7A,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal,26618,18.62343108489114,1429.2747603095925
492864420,R0K,CARBERRY,46,4602,Prairie Mountain,4602,Prairie Mountain Health,27772,12929.549897132652,2.14794793484334
492864482,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island,66795,8869.995216393614,7.530443745510574
492864507,A0C,BLOOMFIELD,10,1011,Eastern,1011,Eastern Regional Health Authority,12587,3511.638424893072,3.5843667476623162
492864583,H8Z,PIERREFONDS,24,2406,Montréal,2406,Région de Montréal,15161,4.480471573884907,3383.795600527439
492864731,J0X,WAKEFIELD,24,2407,Outaouais,2407,Région de l'Outaouais,45720,18986.546730311795,2.40802082913838
492864747,V3T,SURREY,59,5902,Fraser,591,Fraser,38549,8.310431687486517,4638.627865510933
492864755,T2B,CALGARY,48,4832,Calgary,4832,Calgary Zone,23418,20.29381064766391,1153.9478911367355
492864771,V3N,BURNABY,59,5902,Fraser,591,Fraser,39354,11.42633376930523,3444.149347861461
492864859,H9E,L'ILE-BIZARD,24,2406,Montréal,2406,Région de Montréal,3098,13.367129145349478,231.7625547201223
492864861,T8A,SHERWOOD PARK,48,4834,Edmonton,4834,Edmonton Zone,43987,42.096778154276016,1044.9018173979184
492864883,T4H,OLDS,48,4833,Central,4833,Central Zone,12316,1075.6177315844354,11.450164531834144
492864951,T4P,RED DEER,48,4833,Central,4833,Central Zone,32478,26.1458442014487,1242.1859378401882
492865009,J7W,PINCOURT,24,2416,Montérégie,2416,Région de la Montérégie,14558,7.105694854535605,2048.7792253994057
492865031,J8X,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais,9749,8.094443307587312,1204.4064835023048
492865036,G1N,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale,8053,2.5601220799719915,3145.553121469935
492865070,E4G,PENOBSQUIS,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area),2737,437.7091410842116,6.25301083093767
492865080,T3J,CALGARY,48,4832,Calgary,4832,Calgary Zone,77605,38.08952799715916,2037.436641530135
492865120,V6T,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,12722,6.993591329471838,1819.0939962974326
492865157,R2K,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,33413,10.6838459883312,3127.4318289961666
492865228,H4W,COTE SAINT-LUC,24,2406,Montréal,2406,Région de Montréal,24742,5.706919927533101,4335.438435123636
492865278,T3B,CALGARY,48,4832,Calgary,4832,Calgary Zone,37348,26.877153541002535,1389.5816736330962
492865315,T8N,ST. ALBERT,48,4834,Edmonton,4834,Edmonton Zone,65527,48.90428329463771,1339.9030838508363
492865336,T2G,CALGARY,48,4832,Calgary,4832,Calgary Zone,14370,15.15101171645094,948.4515139274218
492865354,B3M,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central,32204,11.47942713037223,2805.3664729309326
492865499,V8P,VICTORIA,59,5904,Island,593,Vancouver Island,18167,8.97040638332946,2025.2148256918913
492865554,T6J,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,47109,32.18375145450807,1463.7510504823797
492865749,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island,66795,8869.995216393614,7.530443745510574
492865798,B2V,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central,12230,11.904327262219038,1027.3575087955248
492865813,V5X,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,28820,6.644781664138728,4337.238069918666
492865902,R2J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,26499,29.15017002612752,909.0513014589193
492865993,T5Z,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,30715,12.59601356146044,2438.469905588031
492866006,S6H,MOOSE JAW,47,4706,South,476,South,27471,46.334317547932045,592.8866864518233
492866065,T5T,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,69914,31.76048098906467,2201.2890807312338
492866107,B0W,TUSKET,12,1201,Zone 1 - Western,1201,Zone 1 - Western,26951,4645.5497346502125,5.801466250372472
492866109,V0P,SAYWARD,59,5904,Island,593,Vancouver Island,6726,29769.534425273807,0.22593567987713456
492866142,A1A,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority,30382,44.08791540398698,689.1230787757427
492866150,V3H,PORT MOODY,59,5902,Fraser,591,Fraser,37222,61.871212125325215,601.6045058985395
492866177,V3E,COQUITLAM,59,5902,Fraser,591,Fraser,39365,86.86571718762855,453.1707245906027
492866182,V3B,PORT COQUITLAM,59,5902,Fraser,591,Fraser,56524,21.223848976781227,2663.2304094246497
492866268,H3X,MONTREAL,24,2406,Montréal,2406,Région de Montréal,23069,3.4603495482661764,6666.667536971468
492866296,T8N,ST. ALBERT,48,4834,Edmonton,4834,Edmonton Zone,65527,48.90428329463771,1339.9030838508363
492866353,H1G,MONTREAL-NORD,24,2406,Montréal,2406,Région de Montréal,48556,7.852432089353223,6183.561914000505
492866696,J2G,GRANBY,24,2405,Estrie,2405,Région de l'Estrie,28283,17.726579487170323,1595.5136759728478
492866699,J0K,RAWDON,24,2414,Lanaudière,2414,Région de Lanaudière,139128,12156.545269230472,11.444698877743498
492866800,B2W,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central,32537,24.172275197501182,1346.046234132049
492866857,J3Y,SAINT-HUBERT,24,2416,Montérégie,2416,Région de la Montérégie,61954,60.63103185954626,1021.819983923718
492867095,A0L,PASADENA,10,1013,Western,1013,Western Regional Health Authority,7643,1567.8960464202523,4.874685421555941
492867150,T2W,CALGARY,48,4832,Calgary,4832,Calgary Zone,42377,283.43854302180944,149.51036492146824
492867197,V8V,VICTORIA,59,5904,Island,593,Vancouver Island,25892,4.605297835095008,5622.220522348875
492867198,J2Y,SAINT-JEAN-SUR-RICHELIEU,24,2416,Montérégie,2416,Région de la Montérégie,5672,69.64706227178722,81.4391851570978
492867242,L1V,PICKERING,35,3530,Durham,3530,Durham Region Health Department,51910,41.4445375164533,1252.51729445387
492867424,S7L,SASKATOON,47,4704,Saskatoon,474,Saskatoon,39478,23.819858016198495,1657.3566464230523
492867697,K1J,GLOUCESTER,35,3551,Ottawa,3551,Ottawa Public Health,26931,15.406383681402815,1748.0416272190243
492868073,E4Z,ELGIN,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area),5618,2499.43786739997,2.247705403393004
492868434,J0S,SAINT-ANICET,24,2416,Montérégie,2416,Région de la Montérégie,31968,1457.275234908839,21.936830623488763
492868910,A0B,HEART'S DESIRE,10,1011,Eastern,1011,Eastern Regional Health Authority,19792,5460.520292985241,3.624563033933861
492869166,V4M,DELTA,59,5902,Fraser,591,Fraser,14512,13.707670776959898,1058.6773082114019
492869602,J9X,ROUYN-NORANDA,24,2408,Abitibi-Témiscamingue,2408,Région de l'Abitibi-Témiscamingue,23669,119.6438498115859,197.82880638890956
492869631,A0H,BISHOPS FALLS,10,1012,Central,1012,Central Regional Health Authority,17804,19830.909206301218,0.8977904046044862
492869824,G1J,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale,23388,6.717009543479179,3481.906620589052
492870082,V5N,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,35045,4.973108881995455,7046.899802832836
492870944,G0M,SAINT-COME-LINIERE,24,2412,Chaudière-Appalaches,2412,Région de la Chaudière-Appalaches,34021,3039.808239885419,11.191824389976116
492871107,J8T,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais,39349,19.480791676578825,2019.8871099940013
492871169,H9S,DORVAL,24,2406,Montréal,2406,Région de Montréal,22580,9.424629008382876,2395.85027484009
492871348,R3J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,27636,21.532562238791584,1283.4515323129024
492871390,E1B,RIVERVIEW,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area),19667,39.2074354465625,501.614037643574
492871582,S7L,SASKATOON,47,4704,Saskatoon,474,Saskatoon,39478,23.819858016198495,1657.3566464230523
492871731,V5H,BURNABY,59,5902,Fraser,591,Fraser,38845,6.84213842199296,5677.3186399063425
492871810,E8C,DALHOUSIE,13,1305,Zone 5 (Campbellton area),1305,Zone 5 (Campbellton area),3544,17.626166029865804,201.06471220088594
492872095,B0T,SHELBURNE,12,1201,Zone 1 - Western,1201,Zone 1 - Western,14607,4464.296894392368,3.2719598058874504
492872176,J7K,MASCOUCHE,24,2414,Lanaudière,2414,Région de Lanaudière,34964,91.54493656149118,381.93264765129317
492872191,A0A,HOLYROOD,10,1011,Eastern,1011,Eastern Regional Health Authority,46587,4631.026411193781,10.059756922869902
492872199,H1B,POINTE-AUX-TREMBLES,24,2406,Montréal,2406,Région de Montréal,20160,13.355635838486117,1509.4751192531144
492872222,J7R,SAINT-EUSTACHE,24,2415,Laurentides,2415,Région des Laurentides,36714,65.23589869571983,562.78829193793
492872237,V3N,BURNABY,59,5902,Fraser,591,Fraser,39354,11.42633376930523,3444.149347861461
492872393,T6V,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,19927,10.972947161206518,1816.0116609737643
492872559,G2E,L'ANCIENNE-LORETTE,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale,20674,9.160665383364403,2256.8229637056274
492872742,H1K,ANJOU,24,2406,Montréal,2406,Région de Montréal,34821,6.179133718658414,5635.255941274593
492873277,B0M,DEBERT,12,1202,Zone 2 - Northern,1202,Zone 2 - Northern,16997,3910.1119005384935,4.346934418337031
492873299,E3N,CAMPBELLTON,13,1305,Zone 5 (Campbellton area),1305,Zone 5 (Campbellton area),13533,1517.397157517542,8.91856158617033
492873370,G9A,TROIS-RIVIERES,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec,20220,39.50769798911792,511.79899182102275
492873493,B2N,TRURO,12,1202,Zone 2 - Northern,1202,Zone 2 - Northern,19842,54.51398651456488,363.97998511260363
492873682,G6P,VICTORIAVILLE,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec,29233,30.481612746601183,959.0371822849036
492873756,B0N,BROOKFIELD,12,1204,Zone 4 - Central,1204,Zone 4 - Central,39559,5191.053778936062,7.620610705387039
492873857,B2A,NORTH SYDNEY,12,1203,Zone 3 - Eastern,1203,Zone 3 - Eastern,8017,82.54108328528751,97.12739015419471
492874207,H4R,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal,27065,28.90787877689168,936.2499479427444
492874364,C1N,SUMMERSIDE,11,1100,Prince Edward Island,1100,Prince Edward Island,16463,91.94475164853613,179.05317818390247
492874443,J6W,TERREBONNE,24,2414,Lanaudière,2414,Région de Lanaudière,32007,18.320934491670823,1747.0178726173178
492874733,H9R,POINTE-CLAIRE,24,2406,Montréal,2406,Région de Montréal,23861,15.149111483897551,1575.075873285544
492874769,E2S,ROTHESAY,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area),6822,326.2909769685845,20.90771882011566
492877672,T0J,DRUMHELLER,48,4831,South,4831,South Zone,50783,38929.96278414776,1.3044708077830165
492877692,T2V,CALGARY,48,4832,Calgary,4832,Calgary Zone,33450,21.15438065362001,1581.2327738498893
492877847,J0N,POINTE-CALUMET,24,2415,Laurentides,2415,Région des Laurentides,49434,219.00376201996144,225.72214990304258
492879232,J0X,WAKEFIELD,24,2407,Outaouais,2407,Région de l'Outaouais,45720,18986.546730311795,2.40802082913838
492880394,H3K,MONTREAL,24,2406,Montréal,2406,Région de Montréal,14919,4.443487344309017,3357.498028909087
492880469,H8Z,PIERREFONDS,24,2406,Montréal,2406,Région de Montréal,15161,4.480471573884907,3383.795600527439
492880613,J1X,MAGOG,24,2405,Estrie,2405,Région de l'Estrie,31584,352.5198505549438,89.59495458278403
492881314,H2K,MONTREAL,24,2406,Montréal,2406,Région de Montréal,28727,3.5904465420362404,8000.954662232106
492881693,H2N,MONTREAL,24,2406,Montréal,2406,Région de Montréal,6334,1.1259350203456533,5625.546666143763
492883051,H3C,MONTREAL,24,2406,Montréal,2406,Région de Montréal,10877,4.851835550037136,2241.83195984801
492884798,J9J,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais,32714,50.094874537123154,653.0408610117801
492884968,J5W,L'ASSOMPTION,24,2414,Lanaudière,2414,Région de Lanaudière,25868,137.21663411151044,188.51941798089956
492885523,H9H,PIERREFONDS,24,2406,Montréal,2406,Région de Montréal,25449,9.042139630524183,2814.488720577819
