CID,FSA,Comm_Name,PR,HR,health_region,HR_UID,HR_NAME
492709096,N4X,ST MARYS,35,3539,Huron Perth,3539,Huron Perth Health Unit
492709119,M5R,TORONTO,35,3595,Toronto,3595,Toronto Public Health
492709132,T2Y,CALGARY,48,4832,Calgary,4832,Calgary Zone
492709141,B3P,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492709162,L4P,KESWICK,35,3570,York,3570,York Region Public Health
492709225,V3B,PORT COQUITLAM,59,5902,Fraser,591,Fraser
492709231,L2M,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department
492709249,L4C,RICHMOND HILL,35,3570,York,3570,York Region Public Health
492709255,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island
492709285,L7M,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department
492709307,T5K,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492709347,E3Z,GRAND-SAULT/GRAND FALLS,13,1304,Zone 4 (Edmundston area),1304,Zone 4 (Edmundston area)
492709354,M4C,EAST YORK,35,3595,Toronto,3595,Toronto Public Health
492709362,L6C,MARKHAM,35,3570,York,3570,York Region Public Health
492709363,L8K,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services
492709426,R2G,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492709427,L9S,INNISFIL,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
492709428,M6H,TORONTO,35,3595,Toronto,3595,Toronto Public Health
492709448,S6H,MOOSE JAW,47,4706,South,476,South
492709547,P7C,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit
492709556,R2P,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492709561,M1B,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492709618,R2K,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492709662,V4G,DELTA,59,5902,Fraser,591,Fraser
492709670,P7E,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit
492709675,M5A,TORONTO,35,3595,Toronto,3595,Toronto Public Health
492709693,L5M,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
492709713,G9H,BECANCOUR,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
492709760,H8P,LASALLE,24,2406,Montréal,2406,Région de Montréal
492709791,A1L,PARADISE,10,1011,Eastern,1011,Eastern Regional Health Authority
492709798,L5V,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
492709827,V7L,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492709829,T5X,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492709832,S0J,SHELLBROOK,47,4701,Far North,471,Far North
492709833,V5A,BURNABY,59,5902,Fraser,591,Fraser
492709838,K1R,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
492709881,V6M,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492709886,V2X,MAPLE RIDGE,59,5902,Fraser,591,Fraser
492709925,T8V,GRANDE PRAIRIE,48,4835,North,4835,North Zone
492709967,M1J,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492709976,A1K,TORBAY,10,1011,Eastern,1011,Eastern Regional Health Authority
492710026,V9W,CAMPBELL RIVER,59,5904,Island,593,Vancouver Island
492710032,K9J,PETERBOROUGH,35,3555,Peterborough,3555,Peterborough Public Health
492710057,L0S,NIAGARA ON THE LAKE,35,3546,Niagara,3546,Niagara Region Public Health Department
492710093,N3R,BRANTFORD,35,3527,Brant,3527,Brant County Health Unit
492710116,L3P,MARKHAM,35,3570,York,3570,York Region Public Health
492710130,V3M,NEW WESTMINSTER,59,5902,Fraser,591,Fraser
492710141,V3S,SURREY,59,5902,Fraser,591,Fraser
492710142,V8A,POWELL RIVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492710149,V9N,COURTENAY,59,5904,Island,593,Vancouver Island
492710178,N2P,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
492710199,L9G,ANCASTER,35,3537,Hamilton,3537,Hamilton Public Health Services
492710221,M6C,YORK,35,3595,Toronto,3595,Toronto Public Health
492710225,J6N,BEAUHARNOIS,24,2416,Montérégie,2416,Région de la Montérégie
492710254,T6L,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492710263,L3Y,NEWMARKET,35,3570,York,3570,York Region Public Health
492710264,H4B,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492710267,K1S,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
492710269,N1L,GUELPH,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit
492710278,E2E,QUISPAMSIS,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area)
492710336,V3C,PORT COQUITLAM,59,5902,Fraser,591,Fraser
492710399,K2B,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
492710402,N9K,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
492710403,M9B,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
492710404,N9A,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
492710406,B2H,NEW GLASGOW,12,1202,Zone 2 - Northern,1202,Zone 2 - Northern
492710417,N3R,BRANTFORD,35,3527,Brant,3527,Brant County Health Unit
492710473,T2W,CALGARY,48,4832,Calgary,4832,Calgary Zone
492710482,E2G,QUISPAMSIS,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area)
492710486,N6K,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492710487,V5Z,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492710493,H1T,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492710527,T3L,CALGARY,48,4832,Calgary,4832,Calgary Zone
492710528,T6W,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492710532,K1T,GLOUCESTER,35,3551,Ottawa,3551,Ottawa Public Health
492710549,N3S,BRANTFORD,35,3527,Brant,3527,Brant County Health Unit
492710559,L9C,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services
492710604,S4V,REGINA,47,4705,Regina,475,Regina
492710607,J0B,AUSTIN,24,2405,Estrie,2405,Région de l'Estrie
492710635,M2L,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
492710645,M9B,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
492710670,R2C,WINNIPEG,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
492710674,V3H,PORT MOODY,59,5902,Fraser,591,Fraser
492710679,G0K,SAINTE-LUCE,24,2401,Bas-Saint-Laurent,2401,Région du Bas-Saint-Laurent
492710700,M6J,TORONTO,35,3595,Toronto,3595,Toronto Public Health
492710716,G8T,TROIS-RIVIERES,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
492710819,M8W,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
492710822,J8X,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
492710841,R2V,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492710863,K7V,RENFREW,35,3557,Renfrew,3557,Renfrew County and District Health Unit
492710864,V9Z,SOOKE,59,5904,Island,593,Vancouver Island
492710867,H4W,COTE SAINT-LUC,24,2406,Montréal,2406,Région de Montréal
492710871,L6R,BRAMPTON,35,3553,Peel,3553,Peel Public Health
492710873,N2L,WATERLOO,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
492710877,B0N,BROOKFIELD,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492710891,T1Y,CALGARY,48,4832,Calgary,4832,Calgary Zone
492710894,N6E,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492710907,V3C,PORT COQUITLAM,59,5902,Fraser,591,Fraser
492710926,T6W,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492710933,L6T,BRAMPTON,35,3553,Peel,3553,Peel Public Health
492710940,M1T,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492710948,N6G,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492710963,N8S,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
492710973,V7L,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492710977,M1K,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492710985,L0S,NIAGARA ON THE LAKE,35,3546,Niagara,3546,Niagara Region Public Health Department
492710990,K1W,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health
492710997,T4B,AIRDRIE,48,4832,Calgary,4832,Calgary Zone
492711006,H1B,POINTE-AUX-TREMBLES,24,2406,Montréal,2406,Région de Montréal
492711024,V3T,SURREY,59,5902,Fraser,591,Fraser
492711030,V6K,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492711040,M1E,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492711050,A1N,MOUNT PEARL,10,1011,Eastern,1011,Eastern Regional Health Authority
492711076,M9C,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
492711082,N6G,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492711099,T1L,BANFF,48,4832,Calgary,4832,Calgary Zone
492711103,V6J,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492711109,V4W,ALDERGROVE,59,5902,Fraser,591,Fraser
492711116,V6Y,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal
492711124,E8E,CHARLO,13,1305,Zone 5 (Campbellton area),1305,Zone 5 (Campbellton area)
492711130,M8Y,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
492711133,V9W,CAMPBELL RIVER,59,5904,Island,593,Vancouver Island
492711162,T5Y,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492711165,N3T,BRANTFORD,35,3527,Brant,3527,Brant County Health Unit
492711205,T8H,SHERWOOD PARK,48,4834,Edmonton,4834,Edmonton Zone
492711219,V4N,SURREY,59,5902,Fraser,591,Fraser
492711249,J3V,SAINT-BRUNO,24,2416,Montérégie,2416,Région de la Montérégie
492711306,J4X,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie
492711317,B3M,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492711326,M1K,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492711344,K4C,CUMBERLAND,35,3551,Ottawa,3551,Ottawa Public Health
492711351,V3S,SURREY,59,5902,Fraser,591,Fraser
492711357,S7L,SASKATOON,47,4704,Saskatoon,474,Saskatoon
492711373,V1Y,KELOWNA,59,5901,Interior,592,Interior
492711376,B0N,BROOKFIELD,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492711395,V0H,SUMMERLAND,59,5901,Interior,592,Interior
492711406,S7L,SASKATOON,47,4704,Saskatoon,474,Saskatoon
492711415,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island
492711421,L8G,STONEY CREEK,35,3537,Hamilton,3537,Hamilton Public Health Services
492711427,V6Y,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal
492711433,B0W,TUSKET,12,1201,Zone 1 - Western,1201,Zone 1 - Western
492711452,T1K,LETHBRIDGE,48,4831,South,4831,South Zone
492711466,B1Y,FLORENCE,12,1203,Zone 3 - Eastern,1203,Zone 3 - Eastern
492711471,V5Y,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492711480,N1R,CAMBRIDGE,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
492711497,P7G,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit
492711509,T2B,CALGARY,48,4832,Calgary,4832,Calgary Zone
492711514,K2K,KANATA,35,3551,Ottawa,3551,Ottawa Public Health
492711521,H9H,PIERREFONDS,24,2406,Montréal,2406,Région de Montréal
492711525,M1X,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492711561,N5Y,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492711564,T2R,CALGARY,48,4832,Calgary,4832,Calgary Zone
492711567,J1E,SHERBROOKE,24,2405,Estrie,2405,Région de l'Estrie
492711572,V3W,SURREY,59,5902,Fraser,591,Fraser
492711598,T6E,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492711599,L6M,OAKVILLE,35,3536,Halton,3536,Halton Region Health Department
492711601,T3H,CALGARY,48,4832,Calgary,4832,Calgary Zone
492711606,T1K,LETHBRIDGE,48,4831,South,4831,South Zone
492711625,M4K,TORONTO,35,3595,Toronto,3595,Toronto Public Health
492711637,L4E,RICHMOND HILL,35,3570,York,3570,York Region Public Health
492711638,N2M,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
492711639,M2K,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
492711650,R2X,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492711669,V2A,PENTICTON,59,5901,Interior,592,Interior
492711673,H3C,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492711674,L5A,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
492711690,M2J,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
492711707,N0B,PUSLINCH,35,3575,Southwestern,3575,Southwestern Public Health
492711708,V4B,WHITE ROCK,59,5902,Fraser,591,Fraser
492711711,B0S,MIDDLETON,12,1201,Zone 1 - Western,1201,Zone 1 - Western
492711718,L1S,AJAX,35,3530,Durham,3530,Durham Region Health Department
492711728,R2N,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492711738,T3K,CALGARY,48,4832,Calgary,4832,Calgary Zone
492711748,V8S,VICTORIA,59,5904,Island,593,Vancouver Island
492711750,H4W,COTE SAINT-LUC,24,2406,Montréal,2406,Région de Montréal
492711760,N0M,PARKHILL,35,3539,Huron Perth,3539,Huron Perth Health Unit
492711765,T3A,CALGARY,48,4832,Calgary,4832,Calgary Zone
492711771,L2A,FORT ERIE,35,3546,Niagara,3546,Niagara Region Public Health Department
492711787,T5X,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492711793,L0P,CAMPBELLVILLE,35,3536,Halton,3536,Halton Region Health Department
492711812,L8V,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services
492711832,K8P,BELLEVILLE,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit
492711843,T0M,RED DEER COUNTY,48,4833,Central,4833,Central Zone
492711875,H2J,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492711877,T1Y,CALGARY,48,4832,Calgary,4832,Calgary Zone
492711883,H3H,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492711902,N2T,WATERLOO,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
492711911,R0J,NEEPAWA,46,4602,Prairie Mountain,4602,Prairie Mountain Health
492711950,M5E,TORONTO,35,3595,Toronto,3595,Toronto Public Health
492711963,N0P,BLENHEIM,35,3540,Chatham-Kent,3540,Chatham-Kent Health Unit
492711966,N2M,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
492711975,N0P,BLENHEIM,35,3540,Chatham-Kent,3540,Chatham-Kent Health Unit
492711988,T0M,RED DEER COUNTY,48,4833,Central,4833,Central Zone
492712023,K0L,DOURO-DUMMER,35,3555,Peterborough,3555,Peterborough Public Health
492712027,P0H,CORBEIL,35,3547,North Bay Parry Sound,3547,North Bay Parry Sound District Health Unit
492712060,H3S,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492712065,T8C,SHERWOOD PARK,48,4834,Edmonton,4834,Edmonton Zone
492712072,L8K,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services
492712079,V1K,MERRITT,59,5901,Interior,592,Interior
492712091,M4S,TORONTO,35,3595,Toronto,3595,Toronto Public Health
492712092,M9C,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
492712124,V5P,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492712129,H1A,POINTE-AUX-TREMBLES,24,2406,Montréal,2406,Région de Montréal
492712136,V8B,SQUAMISH,59,5903,Vancouver Coastal,595,Vancouver Coastal
492712156,E1E,MONCTON,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area)
492712160,R2J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492712172,N5R,ST THOMAS,35,3575,Southwestern,3575,Southwestern Public Health
492712183,N7V,SARNIA,35,3542,Lambton,3542,Lambton Public Health
492712189,R2P,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492712193,K0A,CARP,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit"
492712212,L4H,WOODBRIDGE,35,3570,York,3570,York Region Public Health
492712225,T5X,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492712239,K1S,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
492712241,K2T,KANATA,35,3551,Ottawa,3551,Ottawa Public Health
492712253,C0A,CORNWALL,11,1100,Prince Edward Island,1100,Prince Edward Island
492712274,K0L,DOURO-DUMMER,35,3555,Peterborough,3555,Peterborough Public Health
492712275,V1Y,KELOWNA,59,5901,Interior,592,Interior
492712287,L5R,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
492712300,K2B,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
492712314,M2L,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
492712318,E1A,DIEPPE,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area)
492712344,E3A,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area)
492712349,T6L,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492712350,V2A,PENTICTON,59,5901,Interior,592,Interior
492712381,V3R,SURREY,59,5902,Fraser,591,Fraser
492712383,T2K,CALGARY,48,4832,Calgary,4832,Calgary Zone
492712399,T2V,CALGARY,48,4832,Calgary,4832,Calgary Zone
492712419,N1E,GUELPH,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit
492712449,V1R,TRAIL,59,5901,Interior,592,Interior
492712459,N2N,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
492712460,L7A,BRAMPTON,35,3553,Peel,3553,Peel Public Health
492712471,T0B,LEDUC COUNTY,48,4833,Central,4833,Central Zone
492712481,L8H,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services
492712510,V3H,PORT MOODY,59,5902,Fraser,591,Fraser
492712530,S7K,SASKATOON,47,4704,Saskatoon,474,Saskatoon
492712575,E8K,BERESFORD,13,1306,Zone 6 (Bathurst area),1306,Zone 6 (Bathurst area)
492712597,P4N,TIMMINS,35,3556,Porcupine,3556,Porcupine Health Unit
492712620,V1N,CASTLEGAR,59,5901,Interior,592,Interior
492712714,N6M,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492712735,T6A,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492712743,M2H,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
492712773,K1C,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health
492712793,L6S,BRAMPTON,35,3553,Peel,3553,Peel Public Health
492712892,G0C,BONAVENTURE,24,2411,Gaspésie-Îles-de-la-Madeleine,2411,Région de la Gaspésie—Îles-de-la-Madeleine
492712913,R3Y,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492712920,M9V,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
492712938,B1L,SYDNEY,12,1203,Zone 3 - Eastern,1203,Zone 3 - Eastern
492712948,M1B,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492712964,L9A,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services
492712970,T5L,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492712971,V2J,QUESNEL,59,5905,Northern,594,Northern
492712979,H4V,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492712989,G0W,SAINT-GEDEON,24,2402,Saguenay,2402,Région du Saguenay—Lac-Saint-Jean
492713002,B2T,FALL RIVER,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492713143,N5X,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492713149,V1L,NELSON,59,5901,Interior,592,Interior
492713153,K4B,NAVAN,35,3551,Ottawa,3551,Ottawa Public Health
492713246,V7T,WEST VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492713276,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island
492713310,L4X,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
492713315,S4N,REGINA,47,4705,Regina,475,Regina
492713325,H7V,LAVAL,24,2413,Laval,2413,Région de Laval
492713334,S0H,GRAVELBOURG,47,4706,South,476,South
492713337,G0L,SAINT-PASCAL,24,2401,Bas-Saint-Laurent,2401,Région du Bas-Saint-Laurent
492713340,L2S,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department
492713380,J0J,SAINT-CYPRIEN-DE-NAPIERVILLE,24,2405,Estrie,2405,Région de l'Estrie
492713386,J1E,SHERBROOKE,24,2405,Estrie,2405,Région de l'Estrie
492713394,M3A,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
492713402,M6S,TORONTO,35,3595,Toronto,3595,Toronto Public Health
492713437,V5K,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492713441,B0W,TUSKET,12,1201,Zone 1 - Western,1201,Zone 1 - Western
492713509,R3T,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492713520,N8X,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
492713554,V6V,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal
492713570,A0C,BLOOMFIELD,10,1011,Eastern,1011,Eastern Regional Health Authority
492713601,T0A,ST PAUL,48,4835,North,4835,North Zone
492713622,T0B,LEDUC COUNTY,48,4833,Central,4833,Central Zone
492713625,V5Z,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492713675,N5X,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492713782,V4N,SURREY,59,5902,Fraser,591,Fraser
492713833,R7C,BRANDON,46,4602,Prairie Mountain,4602,Prairie Mountain Health
492713842,B3Z,UPPER TANTALLON,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492713863,J5R,LA PRAIRIE,24,2416,Montérégie,2416,Région de la Montérégie
492713935,M1T,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492713941,N6K,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492713982,H2S,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492714091,M1C,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492714102,N6A,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492714107,J9T,AMOS,24,2408,Abitibi-Témiscamingue,2408,Région de l'Abitibi-Témiscamingue
492714137,N1H,GUELPH,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit
492714191,A1V,GANDER,10,1012,Central,1012,Central Regional Health Authority
492714237,T5H,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492714246,T9V,LLOYDMINSTER,48,4833,Central,4833,Central Zone
492840366,R0A,NIVERVILLE,46,4605,Southern Health,4605,Southern Health—Santé Sud
492857778,T0H,HIGH LEVEL,48,4835,North,4835,North Zone
492857881,H3Y,WESTMOUNT,24,2406,Montréal,2406,Région de Montréal
492857887,M9A,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
492858173,B0P,BERWICK,12,1201,Zone 1 - Western,1201,Zone 1 - Western
492858271,T6B,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492858308,E1B,RIVERVIEW,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area)
492858374,M6M,YORK,35,3595,Toronto,3595,Toronto Public Health
492858378,L2V,THOROLD,35,3546,Niagara,3546,Niagara Region Public Health Department
492858387,H4G,VERDUN,24,2406,Montréal,2406,Région de Montréal
492858405,R1N,PORTAGE LA PRAIRIE,46,4605,Southern Health,4605,Southern Health—Santé Sud
492858451,E3C,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area)
492858620,M4A,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
492858674,J6K,CHATEAUGUAY,24,2416,Montérégie,2416,Région de la Montérégie
492858682,L5N,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
492858695,L5C,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
492858713,L3R,MARKHAM,35,3570,York,3570,York Region Public Health
492858777,T2X,CALGARY,48,4832,Calgary,4832,Calgary Zone
492858780,B3M,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492858836,M1R,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492858864,H9R,POINTE-CLAIRE,24,2406,Montréal,2406,Région de Montréal
492858969,N0G,MOUNT FOREST,35,3533,Grey Bruce,3533,Grey Bruce Health Unit
492858987,S4V,REGINA,47,4705,Regina,475,Regina
492858994,L4A,STOUFFVILLE,35,3570,York,3570,York Region Public Health
492859024,M2R,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
492859025,K2G,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health
492859091,M5A,TORONTO,35,3595,Toronto,3595,Toronto Public Health
492859122,R2M,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492859182,V8L,NORTH SAANICH,59,5904,Island,593,Vancouver Island
492859202,E7C,SAINT-BASILE,13,1304,Zone 4 (Edmundston area),1304,Zone 4 (Edmundston area)
492859251,T2A,CALGARY,48,4832,Calgary,4832,Calgary Zone
492859265,E1E,MONCTON,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area)
492859272,R0E,OAKBANK,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
492859273,S0G,BALGONIE,47,4705,Regina,475,Regina
492859298,T5A,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492859341,T6L,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492859351,L0B,ORONO,35,3530,Durham,3530,Durham Region Health Department
492859388,M1V,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492859390,V5C,BURNABY,59,5902,Fraser,591,Fraser
492859427,M6P,TORONTO,35,3595,Toronto,3595,Toronto Public Health
492859434,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island
492859480,B3A,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492859489,L8P,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services
492859512,S4N,REGINA,47,4705,Regina,475,Regina
492859525,V9G,LADYSMITH,59,5904,Island,593,Vancouver Island
492859534,V3Y,PITT MEADOWS,59,5902,Fraser,591,Fraser
492859547,K0M,MINDEN,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit"
492859575,H4A,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492859577,V7E,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal
492859618,J8P,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
492859625,K9A,COBOURG,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit"
492859631,T1V,HIGH RIVER,48,4832,Calgary,4832,Calgary Zone
492859673,T3K,CALGARY,48,4832,Calgary,4832,Calgary Zone
492859674,T6H,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
